length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
661794,0.350088119506836,0.088756568729878,0.130227923393249,0.002826696494594,1784.16584953876,129774.064525151,2002.4490601177,85882.7613154984,3805.83960584034,901505.425532842,0.083044820668987,0.000766945654594,-4.52972417406272E-05,0.008172282017767,7.78323192207608E-06,0.005698182154447,123.046875,-113.570648193359,2564.20751953125,121.571792602539,295.913818359375,-19.1681423187256,235.574432373047,42.3664207458496,151.106872558594,-6.36466407775879,167.934799194336,18.623498916626,89.1808395385742,-13.704891204834,67.6604919433594,15.343150138855,68.9325790405273,-12.2741098403931,82.2042007446289,10.9765720367432,63.3863105773926,-8.32657337188721,61.7730941772461,8.80379199981689,51.2441253662109,-3.67230010032654,41.217414855957,5.74799489974976,40.5544776916504,-5.16288185119629,49.7754211425781,0.752740204334259,52.4209098815918,-1.69021463394165,36.5240707397461,-0.408979177474976,41.5971031188965,-2.30352258682251,55.0629234313965,1.2212907075882,46.93603515625,blues
661794,0.340913593769073,0.094980254769325,0.095947809517384,0.002372739138082,1530.17667874608,375850.073648686,2039.03651609243,213843.755496734,3550.5220984085,2977893.38813866,0.05603980870553,0.001447521491359,0.000139580719406,0.005099332425743,-0.000177608424565,0.003063171636313,67.9995888157895,-207.501693725586,7764.55517578125,123.991264343262,560.259948730469,8.95512676239014,572.810913085938,35.8776473999023,264.506103515625,2.90731978416443,279.932922363281,21.5104656219482,156.477096557617,-8.5604362487793,200.849182128906,23.3706855773926,142.555953979492,-10.0996608734131,166.108520507813,11.9004974365234,104.358612060547,-5.55563879013062,105.173629760742,5.37632703781128,96.1972122192383,-2.23176026344299,64.9142913818359,4.220139503479,73.1525344848633,-6.01214838027954,52.4221420288086,0.927997767925262,55.3564033508301,-0.731124579906464,60.3145294189453,0.295072942972183,48.1205978393555,-0.283518016338348,51.1061897277832,0.531216502189636,45.7862815856934,blues
661794,0.363637179136276,0.085275195538998,0.175570413470268,0.00274591636844,1552.811864761,156467.643368316,1747.7023116676,76254.1922568218,3042.26023238109,784034.460703917,0.076291207463264,0.001006829078835,2.10557573154801E-06,0.016341973096132,-1.94662407011492E-05,0.007457626052201,161.4990234375,-90.7225952148437,3319.044921875,140.446304321289,508.765045166016,-29.0938892364502,411.781219482422,31.6843338012695,144.090316772461,-13.9845037460327,155.493759155273,25.764741897583,74.5484008789063,-13.6648750305176,106.981826782227,11.6399335861206,106.57487487793,-11.7836427688599,65.4479446411133,9.71876049041748,67.9088592529297,-13.1338033676147,57.7814254760742,5.79119920730591,64.4802093505859,-8.90762805938721,60.3851509094238,-1.07700049877167,57.7111358642578,-9.22927379608154,36.5809860229492,2.45168995857239,40.5987663269043,-7.72909259796143,47.6394271850586,-1.81640696525574,52.3821411132812,-3.43972039222717,46.6396598815918,-2.23125839233398,30.5730247497559,blues
661794,0.404784709215164,0.093999035656452,0.141093000769615,0.006346346344799,1070.10661499713,184355.942416954,1596.41287217702,166441.494768924,2184.74579919519,1493194.36029572,0.033308862625677,0.000422758987095,4.58364411315415E-07,0.019054487347603,-1.44831801662804E-05,0.002712198067456,63.0240091463415,-199.544204711914,5507.51708984375,150.090896606445,456.505401611328,5.66267824172974,257.161163330078,26.8590793609619,158.267303466797,1.77139925956726,268.034393310547,14.2340307235718,126.794128417969,-4.83200645446777,155.912078857422,9.28649425506592,81.2737426757812,-0.759186446666718,92.1140899658203,8.13760662078857,71.314079284668,-3.20065331459045,110.236686706543,6.07931900024414,48.2519989013672,-2.48017382621765,56.7994003295898,-1.07930505275726,62.2899017333984,-2.87078857421875,51.6515922546387,0.780873835086823,44.4277534484863,-3.31959652900696,50.206672668457,0.636965036392212,37.3191299438477,-0.619121193885803,37.2597389221191,-3.40744829177856,31.9493389129639,blues
661794,0.308526039123535,0.087840981781483,0.091528713703156,0.002303397748619,1835.00426551207,343399.939274041,1748.1721158265,88445.2090359005,3579.75762670389,1572977.83188087,0.101460538718097,0.0019541247021,-1.75612876773812E-05,0.004814000334591,-1.01127416201052E-05,0.003093899460509,135.999177631579,-160.337707519531,5195.2919921875,126.219635009766,853.784729003906,-35.5878105163574,333.792938232422,22.1480712890625,193.456100463867,-32.4785995483398,336.276824951172,10.8522939682007,134.831573486328,-23.3523292541504,93.2570953369141,0.498433768749237,124.67212677002,-11.7934370040894,130.073348999023,1.20725584030151,99.6755752563477,-13.088418006897,80.2540664672852,-2.81386733055115,86.4306259155273,-6.93338537216187,89.5554428100586,-7.55272531509399,70.9433364868164,-9.16466617584229,75.7934036254883,-4.52057552337647,86.099235534668,-5.45403385162354,75.2697067260742,-0.9168741106987,53.6139183044434,-4.40482711791992,62.9108123779297,-11.7032337188721,55.1951599121094,blues
661794,0.3024562895298,0.087532378733158,0.103493638336658,0.003980508074164,1831.99393960685,1030482.36963986,1729.653286943,201910.508633155,3481.51759171984,3274439.95815188,0.094041533739366,0.006233195614802,1.96141769492897E-07,0.008082612417638,-2.6505676942179E-05,0.00324204354547,69.8374155405405,-177.77424621582,7307.4169921875,118.20548248291,3195.212890625,-17.5658798217773,654.373840332031,30.7623977661133,485.746459960938,-21.7478408813477,433.410003662109,11.920994758606,266.391540527344,-20.7309951782227,169.741729736328,3.18657779693604,133.736846923828,-8.58603858947754,172.229385375977,-0.932851493358612,100.126068115234,-11.7724342346191,76.5465469360352,-2.40583252906799,78.7078170776367,-9.34366512298584,80.2900924682617,-9.9362096786499,47.5520515441895,-3.90399479866028,60.071102142334,-5.57658910751343,72.5492248535156,-1.83826279640198,68.7020263671875,-2.78379988670349,42.447452545166,-3.04790902137756,39.8087844848633,-8.1099910736084,46.3110046386719,blues
661794,0.291327983140945,0.093981325626373,0.141874149441719,0.008803188800812,1459.36647169577,437859.398051143,1389.00913118495,185023.239545425,2795.61096333019,1621442.02524323,0.073052237408159,0.001909170667801,-9.6720686997287E-06,0.016923326998949,-2.23725874093361E-05,0.005953941959888,71.77734375,-190.052368164063,9656.53515625,130.289077758789,1932.79577636719,-36.3695335388184,1307.48815917969,33.0290336608887,480.35205078125,11.1087827682495,1083.64855957031,-0.605583488941193,280.778137207031,-20.8718547821045,152.263046264648,0.273024767637253,102.915939331055,-6.48613929748535,130.945236206055,-5.51676654815674,153.450653076172,-7.83975172042847,87.4408416748047,-3.1285924911499,64.2256546020508,-6.5961971282959,79.1259765625,-9.95037841796875,63.1902656555176,-6.53517723083496,86.3791351318359,-10.0680513381958,83.2482452392578,-10.9131755828857,56.9021530151367,-6.97133588790894,38.2318000793457,-3.43650460243225,48.2357406616211,-6.48346567153931,70.1703643798828,blues
661794,0.307954788208008,0.09290287643671,0.131822183728218,0.005531143397093,1451.66706584282,449568.16245441,1577.27094142063,168211.938804223,2954.83675998767,1629129.97167159,0.061442246108855,0.001848816272334,1.94166859728284E-05,0.013223032467067,-4.81207134725992E-05,0.004838658496737,92.28515625,-179.347137451172,6573.921875,136.469009399414,1479.24938964844,-26.6731376647949,591.631958007813,39.9842414855957,352.546447753906,5.30441665649414,650.231628417969,10.9286117553711,136.304153442383,-20.564826965332,163.77180480957,8.51115703582764,151.294982910156,-11.3572492599487,171.943161010742,-3.46834588050842,178.185073852539,-8.41993713378906,147.507843017578,-6.94971561431885,83.7183074951172,-3.53913950920105,93.321403503418,-8.04161739349365,57.4900856018066,-8.96067523956299,82.216911315918,-8.42608261108398,70.4384384155273,-10.5689353942871,52.0908927917481,-10.7845153808594,60.4613304138184,-4.69067764282227,65.5475158691406,-8.63072204589844,56.4014358520508,blues
661794,0.408879220485687,0.086512476205826,0.14241649210453,0.001507156062871,1719.36894804315,163282.845438963,2031.74038100254,105542.718193106,3782.31628842807,1262916.98872148,0.064024887616009,0.000731481743854,2.26482848120213E-06,0.012702081352472,-1.97278859559447E-05,0.003465381916612,83.3543346774194,-121.363945007324,2622.19482421875,122.50666809082,414.505889892578,-14.7381963729858,341.217132568359,46.1310653686523,193.621276855469,-8.1818790435791,177.164031982422,20.1829624176025,107.017570495605,-19.1733779907227,57.6645202636719,23.0391387939453,77.0692825317383,-11.8382234573364,42.6045303344727,21.1599979400635,58.6676635742188,-6.71836614608765,48.9455108642578,6.99254083633423,56.4308853149414,-12.7305955886841,61.9845809936524,5.06132411956787,50.5321273803711,-5.18321466445923,32.9671325683594,-1.45255947113037,50.5637512207031,-7.04182386398315,28.8949337005615,2.69524788856506,36.8895683288574,3.41230535507202,33.6985969543457,-2.71569204330444,36.4184303283691,blues
661794,0.273950397968292,0.092315964400768,0.081313662230969,0.004346864763647,1817.15086312572,298236.141222316,1973.77330630153,114070.112590838,3943.49056518271,1367638.23452635,0.079174823569219,0.001377659052817,-1.66221855124604E-06,0.00722140725702,-2.32939473789884E-05,0.001676929066889,80.74951171875,-213.239990234375,6133.7216796875,115.165603637695,798.278747558594,-11.6934309005737,668.961669921875,39.0142707824707,350.708374023437,-20.3412780761719,531.975524902344,13.0776052474976,278.818145751953,-9.17351818084717,126.726142883301,9.01144695281982,68.0121688842773,-14.1006336212158,110.074890136719,4.26594209671021,92.6454162597656,-6.04616785049439,84.9337768554688,3.78220653533936,104.449653625488,0.221799492835999,76.3388595581055,-5.10939931869507,85.3902587890625,-0.410230457782745,103.988426208496,-1.17992007732391,59.3146018981934,-1.91680431365967,58.4184379577637,-2.2926607131958,83.2052307128906,2.88196706771851,77.0822219848633,-4.23520278930664,91.4688110351563,blues
